b0,blind,clip,err,host,load,n_agents,oracle,pact,sigma
19.730920791625977,19.730920791625977,0.0,0.0,transport,0.0,4,19.730920791625977,19.730920791625977,0.0
19.730920791625977,17.32935905456543,0.10238541662693024,0.3049203157424927,transport,0.44873010118802387,4,21.32650629679362,20.47095489501953,1.0
19.730920791625977,12.72744878133138,0.14797917008399963,0.4771861135959625,transport,0.6785873373349508,4,21.639678955078125,17.75511932373047,1.5
19.730920791625977,9.918362617492676,0.17170833051204681,0.6056451002756754,transport,1.0243828495343525,4,22.046803156534832,15.56348991394043,2.0
19.730920791625977,7.329360485076904,0.2219687501589457,0.9043057560920715,transport,1.86692476272583,4,21.753957112630207,12.370136260986328,3.0
